incident_id,department_id,incident_type,severity,incident_date,status,resolution_time_days
INC0420,D005,Near Miss Event,Medium,2021-10-13,Resolved,111
INC0421,D003,Retaliation Allegation,Critical,2022-07-04,Under Investigation,
INC0422,D004,Conflict of Interest,High,2024-03-27,Open,
INC0423,D008,Finding Non-Disclosure,Low,2020-01-04,Under Investigation,
INC0424,D007,Import Violation,Low,2022-12-16,Closed,59
INC0425,D001,Unauthorised Payment,Medium,2024-04-11,Open,
INC0426,D005,Health and Safety Incident,Medium,2020-07-02,Closed,2
INC0427,D005,Process Non-Compliance,Medium,2023-02-07,Escalated,
INC0428,D001,Journal Entry Manipulation,High,2021-03-08,Resolved,7
INC0429,D006,Misleading Advertising,Medium,2024-08-27,Closed,37
INC0430,D008,Audit Independence Breach,Critical,2020-05-01,Closed,36
INC0431,D003,Workplace Misconduct,Medium,2022-10-20,Open,
INC0432,D009,Unregistered Risk,Low,2024-09-16,Under Investigation,
INC0433,D007,Supplier Misconduct,Low,2020-07-15,Closed,6
INC0434,D012,M&A Due Diligence Gap,High,2024-02-15,Under Investigation,
INC0435,D003,Retaliation Allegation,Low,2022-09-05,Closed,115
INC0436,D010,Conflict of Interest,Medium,2022-05-10,Under Investigation,
INC0437,D010,Bid Rigging Allegation,High,2024-12-20,Under Investigation,
INC0438,D008,Audit Independence Breach,Medium,2024-04-29,Escalated,
INC0439,D001,Unauthorised Payment,Critical,2020-03-24,Under Investigation,
INC0440,D007,Supplier Misconduct,High,2024-04-27,Closed,40
INC0441,D005,Near Miss Event,High,2021-07-21,Escalated,
INC0442,D012,Disclosure Violation,Medium,2020-11-29,Open,
INC0443,D009,Risk Framework Violation,Medium,2020-08-28,Escalated,
INC0444,D011,SLA Breach,High,2020-03-26,Open,
INC0445,D004,Conflict of Interest,Medium,2023-09-12,Open,
INC0446,D003,GDPR Breach,Medium,2024-08-17,Resolved,89
INC0447,D010,Procurement Fraud,Critical,2020-07-19,Resolved,112
INC0448,D009,Risk Framework Violation,Medium,2024-05-13,Open,
INC0449,D009,Unregistered Risk,Medium,2024-12-23,Resolved,41
INC0450,D006,Data Privacy Breach,High,2024-06-06,Closed,46
INC0451,D004,Regulatory Non-Compliance,High,2022-05-07,Open,
INC0452,D004,Regulatory Non-Compliance,Critical,2021-04-29,Under Investigation,
INC0453,D012,M&A Due Diligence Gap,Medium,2024-05-19,Escalated,
INC0454,D006,Data Privacy Breach,Medium,2020-05-14,Closed,120
INC0455,D010,Bid Rigging Allegation,Medium,2023-06-05,Escalated,
INC0456,D006,Data Privacy Breach,Low,2022-03-24,Open,
INC0457,D012,Board Reporting Failure,Medium,2021-11-16,Open,
INC0458,D012,Insider Information Leak,High,2022-01-15,Resolved,28
INC0459,D009,Risk Limit Breach,Low,2020-03-23,Escalated,
INC0460,D010,Bid Rigging Allegation,Low,2021-09-20,Escalated,
INC0461,D001,Journal Entry Manipulation,Low,2021-08-11,Escalated,
INC0462,D001,Policy Violation,Medium,2024-04-18,Open,
INC0463,D002,Ransomware Attack,Low,2020-10-08,Escalated,
INC0464,D007,Inventory Discrepancy,Medium,2021-03-27,Escalated,
INC0465,D005,Process Non-Compliance,Critical,2019-08-31,Under Investigation,
INC0466,D002,System Outage,Low,2024-12-31,Escalated,
INC0467,D012,Strategic Misrepresentation,Low,2023-09-08,Escalated,
INC0468,D003,Workplace Misconduct,Medium,2021-02-02,Open,
INC0469,D012,Strategic Misrepresentation,Low,2022-05-07,Under Investigation,
INC0470,D010,Unauthorised Procurement,Medium,2024-02-05,Closed,14
INC0471,D011,Complaint Mishandling,Low,2024-08-27,Closed,68
INC0472,D008,Evidence Tampering,Low,2022-09-16,Under Investigation,
INC0473,D003,Workplace Misconduct,Critical,2021-11-19,Escalated,
INC0474,D012,Strategic Misrepresentation,Critical,2022-10-12,Open,
INC0475,D005,Quality Failure,Low,2023-07-19,Closed,87
INC0476,D007,Supplier Misconduct,Medium,2020-01-26,Closed,42
INC0477,D003,Workplace Misconduct,Medium,2021-10-13,Open,
INC0478,D001,Policy Violation,Low,2024-01-04,Under Investigation,
INC0479,D005,Process Non-Compliance,High,2019-02-16,Under Investigation,
INC0480,D005,Process Non-Compliance,Critical,2021-08-25,Escalated,
INC0481,D001,Financial Misstatement,Medium,2022-06-10,Escalated,
INC0482,D003,Retaliation Allegation,Critical,2022-06-27,Resolved,88
INC0483,D012,Board Reporting Failure,Medium,2021-06-23,Open,
INC0484,D004,Conflict of Interest,Low,2024-02-07,Open,
INC0485,D012,M&A Due Diligence Gap,Critical,2024-04-12,Closed,48
INC0486,D009,Unregistered Risk,Low,2019-12-02,Escalated,
INC0487,D009,Risk Limit Breach,Low,2020-04-04,Resolved,68
INC0488,D001,Journal Entry Manipulation,Low,2020-09-05,Closed,116
INC0489,D003,Retaliation Allegation,Medium,2020-04-21,Under Investigation,
INC0490,D011,Refund Fraud,Medium,2020-01-08,Open,
INC0491,D009,Risk Reporting Error,Medium,2020-06-24,Resolved,104
INC0492,D009,Risk Framework Violation,Low,2024-03-08,Resolved,59
INC0493,D011,SLA Breach,Medium,2021-11-08,Under Investigation,
INC0494,D001,Expense Fraud,High,2019-10-27,Escalated,
INC0495,D001,Financial Misstatement,High,2019-09-04,Resolved,45
INC0496,D002,Phishing Incident,Medium,2021-01-07,Resolved,5
INC0497,D003,Workplace Misconduct,Medium,2023-04-16,Escalated,
INC0498,D008,Audit Obstruction,Critical,2020-06-28,Resolved,49
INC0499,D011,SLA Breach,Low,2023-05-29,Under Investigation,
INC0500,D009,Unregistered Risk,Low,2019-04-04,Open,
INC0501,D005,Near Miss Event,Medium,2024-12-18,Resolved,87
INC0502,D007,Import Violation,Medium,2022-11-18,Open,
INC0503,D003,GDPR Breach,Critical,2020-04-07,Under Investigation,
INC0504,D001,Policy Violation,High,2019-03-06,Escalated,
INC0505,D004,Bribery Allegation,Low,2019-05-18,Open,
INC0506,D008,Audit Obstruction,Low,2019-07-01,Closed,87
INC0507,D007,Logistics Fraud,Low,2019-08-20,Resolved,30
INC0508,D003,GDPR Breach,Critical,2022-07-30,Closed,38
INC0509,D010,Unauthorised Procurement,Low,2022-05-21,Closed,99
INC0510,D003,Retaliation Allegation,Low,2023-08-21,Escalated,
INC0511,D005,Health and Safety Incident,High,2020-12-18,Under Investigation,
INC0512,D011,Complaint Mishandling,High,2024-07-23,Escalated,
INC0513,D001,Policy Violation,High,2022-07-29,Under Investigation,
INC0514,D012,Insider Information Leak,Medium,2023-03-22,Resolved,53
INC0515,D003,GDPR Breach,Low,2022-05-16,Closed,61
INC0516,D012,M&A Due Diligence Gap,Low,2023-08-18,Open,
INC0517,D007,Import Violation,Medium,2021-09-21,Closed,68
INC0518,D005,Process Non-Compliance,Critical,2019-11-20,Open,
INC0519,D008,Audit Obstruction,High,2021-02-19,Under Investigation,
INC0520,D001,Policy Violation,Critical,2019-06-11,Under Investigation,
INC0521,D002,System Outage,Critical,2021-06-07,Open,
INC0522,D008,Scope Limitation,Medium,2019-03-04,Open,
INC0523,D004,Bribery Allegation,Critical,2024-05-15,Open,
INC0524,D004,Legal Hold Violation,Critical,2021-04-17,Escalated,
INC0525,D007,Logistics Fraud,Medium,2022-03-05,Open,
INC0526,D007,ESG Breach,Medium,2021-12-07,Resolved,69
INC0527,D006,Regulatory Inquiry,Medium,2020-02-08,Closed,113
INC0528,D012,Board Reporting Failure,Low,2023-02-27,Resolved,98
INC0529,D006,Competitor Defamation,Low,2020-08-20,Resolved,6
INC0530,D001,Journal Entry Manipulation,High,2023-09-07,Under Investigation,
INC0531,D005,Quality Failure,Medium,2021-07-31,Open,
INC0532,D007,Import Violation,Medium,2022-10-14,Closed,107
INC0533,D005,Environmental Breach,Medium,2020-11-20,Resolved,93
INC0534,D012,Insider Information Leak,Low,2024-06-23,Under Investigation,
INC0535,D003,Discrimination Complaint,High,2019-05-19,Closed,83
INC0536,D002,Data Breach,Low,2023-08-17,Escalated,
INC0537,D003,GDPR Breach,Low,2020-09-10,Escalated,
INC0538,D001,Journal Entry Manipulation,Medium,2023-03-09,Open,
INC0539,D001,Journal Entry Manipulation,Medium,2024-06-21,Closed,82
INC0540,D001,Journal Entry Manipulation,High,2023-08-12,Open,
INC0541,D001,Journal Entry Manipulation,Critical,2022-01-30,Open,
INC0542,D009,Risk Reporting Error,High,2023-10-30,Under Investigation,
INC0543,D003,Discrimination Complaint,High,2020-09-01,Open,
INC0544,D004,Legal Hold Violation,High,2021-10-30,Open,
INC0545,D006,Regulatory Inquiry,Low,2023-03-09,Under Investigation,
INC0546,D007,Import Violation,Critical,2021-07-14,Resolved,73
INC0547,D005,Health and Safety Incident,Critical,2019-05-10,Escalated,
INC0548,D002,Unauthorised Access,High,2024-05-03,Resolved,49
INC0549,D001,Financial Misstatement,Critical,2020-12-02,Escalated,
INC0550,D002,Unauthorised Access,Critical,2022-09-18,Resolved,109
INC0551,D010,Bid Rigging Allegation,Low,2021-07-30,Open,
INC0552,D004,Legal Hold Violation,Medium,2022-01-15,Escalated,
INC0553,D001,Unauthorised Payment,High,2019-05-15,Open,
INC0554,D003,Discrimination Complaint,Low,2020-08-13,Under Investigation,
INC0555,D012,Strategic Misrepresentation,Medium,2020-10-27,Resolved,119
INC0556,D010,Bid Rigging Allegation,Medium,2022-09-20,Open,
INC0557,D007,Import Violation,Critical,2019-11-18,Escalated,
INC0558,D009,Risk Limit Breach,Low,2020-02-05,Escalated,
INC0559,D007,Supplier Misconduct,Medium,2023-06-13,Open,
INC0560,D006,Data Privacy Breach,Medium,2024-07-02,Open,
INC0561,D004,Legal Hold Violation,Medium,2023-11-04,Under Investigation,
INC0562,D003,Retaliation Allegation,Critical,2023-04-06,Escalated,
INC0563,D002,Ransomware Attack,Critical,2019-10-29,Closed,38
INC0564,D002,Ransomware Attack,Medium,2020-09-23,Under Investigation,
INC0565,D012,Board Reporting Failure,Low,2020-01-10,Resolved,41
INC0566,D001,Policy Violation,Medium,2022-01-09,Under Investigation,
INC0567,D002,Data Breach,Low,2023-11-01,Open,
INC0568,D008,Audit Independence Breach,Medium,2020-02-28,Closed,72
INC0569,D001,Unauthorised Payment,High,2020-01-17,Open,
INC0570,D010,Unauthorised Procurement,Medium,2019-02-20,Closed,101
INC0571,D005,Health and Safety Incident,Critical,2021-09-21,Resolved,50
INC0572,D010,Contract Breach,Low,2020-07-22,Closed,22
INC0573,D005,Process Non-Compliance,Medium,2020-08-20,Under Investigation,
INC0574,D002,Unauthorised Access,Medium,2023-09-21,Open,
INC0575,D005,Health and Safety Incident,Medium,2021-10-27,Resolved,101
INC0576,D004,Conflict of Interest,High,2021-03-11,Escalated,
INC0577,D008,Evidence Tampering,Medium,2019-01-28,Open,
INC0578,D007,Logistics Fraud,Medium,2022-09-11,Under Investigation,
INC0579,D008,Finding Non-Disclosure,Critical,2020-07-11,Under Investigation,
INC0580,D005,Near Miss Event,Critical,2021-04-02,Under Investigation,
INC0581,D008,Evidence Tampering,Medium,2022-07-31,Under Investigation,
INC0582,D005,Environmental Breach,High,2021-09-19,Escalated,
INC0583,D006,Regulatory Inquiry,Medium,2020-04-11,Resolved,36
INC0584,D010,Bid Rigging Allegation,High,2021-01-06,Open,
INC0585,D011,Complaint Mishandling,Critical,2021-05-08,Closed,4
INC0586,D008,Audit Obstruction,Medium,2024-08-07,Under Investigation,
INC0587,D003,Unauthorised Data Disclosure,Low,2021-10-31,Escalated,
INC0588,D011,Complaint Mishandling,Medium,2019-10-30,Open,
INC0589,D008,Audit Independence Breach,Medium,2024-12-28,Closed,62
INC0590,D009,Model Error,High,2019-05-31,Escalated,
INC0591,D006,Competitor Defamation,High,2019-12-15,Escalated,
INC0592,D002,Malware Detection,Critical,2022-12-25,Open,
INC0593,D003,Retaliation Allegation,Low,2023-06-25,Escalated,
INC0594,D006,Misleading Advertising,Low,2021-11-25,Resolved,14
INC0595,D004,Legal Hold Violation,High,2021-06-24,Closed,96
INC0596,D008,Finding Non-Disclosure,Medium,2024-08-11,Under Investigation,
INC0597,D003,Discrimination Complaint,Medium,2020-03-04,Under Investigation,
INC0598,D005,Health and Safety Incident,Low,2020-08-03,Resolved,118
INC0599,D006,Data Privacy Breach,Medium,2021-04-27,Under Investigation,
INC0600,D009,Model Error,Low,2023-11-30,Resolved,45
